NCM,NCM_DESCRICAO_ORIGINAL,NCM_DESCRICAO_HIERARQUICA
67010000,"Artefatos de peles de aves providas de suas penas, de penas, de partes de penas e de penugem, exceto leques e ventarolas","Artefatos de peles de aves providas de suas penas, de penas, de partes de penas e de penugem, exceto leques e ventarolas"
67010000,Leques e ventarolas,Penas e penugem preparadas - Leques e ventarolas
67021000,- De plástico,Penas e penugem preparadas - De plástico
67029000,- De outras matérias,Penas e penugem preparadas - De outras matérias
67030000,"Cabelo disposto no mesmo sentido, adelgaçado, branqueado ou preparado de outro modo; lã, pelos e outras matérias têxteis, preparados para fabricação de perucas ou de artigos semelhantes.","Cabelo disposto no mesmo sentido, adelgaçado, branqueado ou preparado de outro modo; lã, pelos e outras matérias têxteis, preparados para fabricação de perucas ou de artigos semelhantes."
67041100,-- Perucas completas,Penas e penugem preparadas - Perucas completas
67041900,-- Outros,Penas e penugem preparadas - Outros
67042000,- De cabelo,Penas e penugem preparadas - De cabelo
67049000,- De outras matérias,Penas e penugem preparadas - De outras matérias
68010000,"Pedras para calcetar, meios-fios (lancis) e placas (lajes) para pavimentação, de pedra natural (exceto a ardósia).","Pedras para calcetar, meios-fios (lancis) e placas (lajes) para pavimentação, de pedra natural (exceto a ardósia)."
68021000,"- Ladrilhos, cubos, pastilhas e artigos semelhantes, mesmo de forma diferente da quadrada ou retangular, cuja maior superfície possa ser inscrita num quadrado de lado inferior a 7 cm; grânulos, fragmentos e pós, corados artificialmente","Obras de pedra, gesso, cimento - Ladrilhos, cubos, pastilhas e artigos semelhantes, mesmo de forma diferente da quadrada ou retangular, cuja maior superfície possa ser inscrita num quadrado de lado inferior a 7 cm; grânulos, fragmentos e pós, corados artificialmente"
68021000,Ladrilhos e placas (lajes) para pavimentação ou revestimento,Ladrilhos e placas (lajes) para pavimentação ou revestimento
68022100,"-- Mármore, travertino e alabastro","Obras de pedra, gesso, cimento - Mármore, travertino e alabastro"
68022100,Ladrilhos e placas (lajes) para pavimentação ou revestimento,Ladrilhos e placas (lajes) para pavimentação ou revestimento
68022300,-- Granito,"Obras de pedra, gesso, cimento - Granito"
68022300,Ladrilhos e placas (lajes) para pavimentação ou revestimento,Ladrilhos e placas (lajes) para pavimentação ou revestimento
68022900,Ladrilhos e placas (lajes) para pavimentação ou revestimento,Ladrilhos e placas (lajes) para pavimentação ou revestimento
68022900,-- Outras pedras,"Obras de pedra, gesso, cimento - Outras pedras"
68029100,"-- Mármore, travertino e alabastro","Obras de pedra, gesso, cimento - Mármore, travertino e alabastro"
68029100,Ladrilhos e placas (lajes) para pavimentação ou revestimento,Ladrilhos e placas (lajes) para pavimentação ou revestimento
68029200,-- Outras pedras calcárias,"Obras de pedra, gesso, cimento - Outras pedras calcárias"
68029200,Ladrilhos e placas (lajes) para pavimentação ou revestimento,Ladrilhos e placas (lajes) para pavimentação ou revestimento
68029310,Esferas para moinho,"Obras de pedra, gesso, cimento - Esferas para moinho"
68029390,Outros,"Obras de pedra, gesso, cimento - Outros"
68029390,Ladrilhos e placas (lajes) para pavimentação ou revestimento,Ladrilhos e placas (lajes) para pavimentação ou revestimento
68029910,Esferas para moinho,"Obras de pedra, gesso, cimento - Esferas para moinho"
68029990,Ladrilhos e placas (lajes) para pavimentação ou revestimento,Ladrilhos e placas (lajes) para pavimentação ou revestimento
68029990,Outras,"Obras de pedra, gesso, cimento - Outras"
68030000,Ardósia natural trabalhada e obras de ardósia natural ou aglomerada.,Ardósia natural trabalhada e obras de ardósia natural ou aglomerada.
68030000,Ladrilhos e placas (lajes) para pavimentação ou revestimento,Ladrilhos e placas (lajes) para pavimentação ou revestimento
68041000,- Mós para moer ou desfibrar,"Obras de pedra, gesso, cimento - Mós para moer ou desfibrar"
68042111,Aglomerados com resina,"Obras de pedra, gesso, cimento - Aglomerados com resina"
68042119,Outros,"Obras de pedra, gesso, cimento - Outros"
68042190,Outros,"Obras de pedra, gesso, cimento - Outros"
68042211,Aglomerados com resina,"Obras de pedra, gesso, cimento - Aglomerados com resina"
68042219,Outros,"Obras de pedra, gesso, cimento - Outros"
68042290,Outros,"Obras de pedra, gesso, cimento - Outros"
68042300,-- De pedras naturais,"Obras de pedra, gesso, cimento - De pedras naturais"
68043000,"- Pedras para amolar ou para polir, manualmente","Obras de pedra, gesso, cimento - Pedras para amolar ou para polir, manualmente"
68051000,- Aplicados apenas sobre tecidos de matérias têxteis,"Obras de pedra, gesso, cimento - Aplicados apenas sobre tecidos de matérias têxteis"
68052000,- Aplicados apenas sobre papel ou cartão,"Obras de pedra, gesso, cimento - Aplicados apenas sobre papel ou cartão"
68053010,Com suporte de papel ou cartão combinados com matérias têxteis,Com suporte de papel ou cartão combinados com matérias têxteis
68053020,Discos de fibra vulcanizada recobertos com óxido de alumínio ou carboneto de silício,Discos de fibra vulcanizada recobertos com óxido de alumínio ou carboneto de silício
68053090,Outros,"Obras de pedra, gesso, cimento - Outros"
68061000,"- Lãs de escórias de altos-fornos, lãs de outras escórias, lã de rocha e lãs minerais semelhantes, mesmo misturadas entre si, a granel, em folhas ou em rolos","Obras de pedra, gesso, cimento - Lãs de escórias de altos-fornos, lãs de outras escórias, lã de rocha e lãs minerais semelhantes, mesmo misturadas entre si, a granel, em folhas ou em rolos"
68061000,Lã de rocha e lã mineral,"Obras de pedra, gesso, cimento - Lã de rocha e lã mineral"
68062000,"- Vermiculita e argilas, expandidas, espuma de escórias e produtos minerais semelhantes, expandidos, mesmo misturados entre si","Obras de pedra, gesso, cimento - Vermiculita e argilas, expandidas, espuma de escórias e produtos minerais semelhantes, expandidos, mesmo misturados entre si"
68069010,Aluminosos ou silicoaluminosos,"Obras de pedra, gesso, cimento - Aluminosos ou silicoaluminosos"
68069090,Outros,"Obras de pedra, gesso, cimento - Outros"
68069090,Obras de lã de rocha e de lã mineral,"Obras de pedra, gesso, cimento - Obras de lã de rocha e de lã mineral"
68071000,- Em rolos,"Obras de pedra, gesso, cimento - Em rolos"
68079000,- Outras,"Obras de pedra, gesso, cimento - Outras"
68079000,Telhas onduladas,"Obras de pedra, gesso, cimento - Telhas onduladas"
68080000,"Painéis, chapas, ladrilhos, blocos e semelhantes, de fibras vegetais, palha ou aparas, partículas, serragem (serradura) ou outros desperdícios de madeira, aglomerados com cimento, gesso ou outros aglutinantes minerais.","Painéis, chapas, ladrilhos, blocos e semelhantes, de fibras vegetais, palha ou aparas, partículas, serragem (serradura) ou outros desperdícios de madeira, aglomerados com cimento, gesso ou outros aglutinantes minerais."
68091100,-- Revestidos ou reforçados exclusivamente com papel ou cartão,"Obras de pedra, gesso, cimento - Revestidos ou reforçados exclusivamente com papel ou cartão"
68091900,-- Outros,"Obras de pedra, gesso, cimento - Outros"
68099000,- Outras obras,"Obras de pedra, gesso, cimento - Outras obras"
68101100,-- Blocos e tijolos para a construção,"Obras de pedra, gesso, cimento - Blocos e tijolos para a construção"
68101900,-- Outros,"Obras de pedra, gesso, cimento - Outros"
68109100,-- Elementos pré-fabricados para a construção ou engenharia civil,"Obras de pedra, gesso, cimento - Elementos pré-fabricados para a construção ou engenharia civil"
68109900,-- Outras,"Obras de pedra, gesso, cimento - Outras"
68114000,- Que contenham amianto,"Obras de pedra, gesso, cimento - Que contenham amianto"
68118100,-- Placas onduladas,"Obras de pedra, gesso, cimento - Placas onduladas"
68118200,"-- Outras placas, painéis, ladrilhos, telhas e artigos semelhantes","Obras de pedra, gesso, cimento - Outras placas, painéis, ladrilhos, telhas e artigos semelhantes"
68118900,-- Outras obras,"Obras de pedra, gesso, cimento - Outras obras"
68128000,- De crocidolita,"Obras de pedra, gesso, cimento - De crocidolita"
68129100,"-- Vestuário, acessórios de vestuário, calçado e chapéus","Obras de pedra, gesso, cimento - Vestuário, acessórios de vestuário, calçado e chapéus"
68129910,Juntas e outros elementos com função semelhante de vedação,Juntas e outros elementos com função semelhante de vedação
68129920,"Amianto trabalhado, em fibras","Obras de pedra, gesso, cimento - Amianto trabalhado, em fibras"
68129930,Misturas à base de amianto ou à base de amianto e carbonato de magnésio,Misturas à base de amianto ou à base de amianto e carbonato de magnésio
68129990,Outras,"Obras de pedra, gesso, cimento - Outras"
68132000,Guarnições para freios e disco de fricção para embreagens,Guarnições para freios e disco de fricção para embreagens
68132000,- Que contenham amianto,"Obras de pedra, gesso, cimento - Que contenham amianto"
68138110,Pastilhas,"Obras de pedra, gesso, cimento - Pastilhas"
68138190,Outras,"Obras de pedra, gesso, cimento - Outras"
68138910,Disco de fricção para embreagens,"Obras de pedra, gesso, cimento - Disco de fricção para embreagens"
68138990,Outras,"Obras de pedra, gesso, cimento - Outras"
68141000,"- Placas, folhas ou tiras, de mica aglomerada ou reconstituída, mesmo com suporte","Obras de pedra, gesso, cimento - Placas, folhas ou tiras, de mica aglomerada ou reconstituída, mesmo com suporte"
68149000,- Outras,"Obras de pedra, gesso, cimento - Outras"
68151100,-- Fibras de carbono,"Obras de pedra, gesso, cimento - Fibras de carbono"
68151200,-- Têxteis de fibras de carbono,"Obras de pedra, gesso, cimento - Têxteis de fibras de carbono"
68151300,-- Outras obras de fibras de carbono,"Obras de pedra, gesso, cimento - Outras obras de fibras de carbono"
68151900,-- Outras,"Obras de pedra, gesso, cimento - Outras"
68152000,- Obras de turfa,"Obras de pedra, gesso, cimento - Obras de turfa"
68159110,"Crus, aglomerados com aglutinante químico","Obras de pedra, gesso, cimento - Crus, aglomerados com aglutinante químico"
68159190,Outras,"Obras de pedra, gesso, cimento - Outras"
68159911,"Com um teor de alumina (Al2O3), igual ou superior a 90 %, em peso","Com um teor de alumina (Al2O3), igual ou superior a 90 %, em peso"
68159912,"Com um teor de silica (SiO2) igual ou superior a 90 %, em peso","Com um teor de silica (SiO2) igual ou superior a 90 %, em peso"
68159913,"Com um teor, em peso, de óxido de zircônio (ZrO2) igual ou superior a 50 % mesmo com um conteúdo de alumina inferior a 45 %","Com um teor, em peso, de óxido de zircônio (ZrO2) igual ou superior a 50 % mesmo com um conteúdo de alumina inferior a 45 %"
68159914,"Constituídas por uma mistura ou combinação de alumina (Al2O3), silica (SiO2) e óxido de zircônio (ZrO2), com um teor, em peso, de alumina igual ou superior a 45 %, mas inferior a 90 % ou com um conteúdo, em peso, de óxido de zircônio (ZrO2) igual ou superior a 20 %, mas inferior a 50 %","Constituídas por uma mistura ou combinação de alumina (Al2O3), silica (SiO2) e óxido de zircônio (ZrO2), com um teor, em peso, de alumina igual ou superior a 45 %, mas inferior a 90 % ou com um conteúdo, em peso, de óxido de zircônio (ZrO2) igual ou superior a 20 %, mas inferior a 50 %"
68159919,Outras,"Obras de pedra, gesso, cimento - Outras"
68159990,Outras,"Obras de pedra, gesso, cimento - Outras"
69010000,"Tijolos, placas (lajes), ladrilhos e outras peças cerâmicas de farinhas siliciosas fósseis (por exemplo, kieselguhr, tripolita, diatomita) ou de terras siliciosas semelhantes.","Tijolos, placas (lajes), ladrilhos e outras peças cerâmicas de farinhas siliciosas fósseis (por exemplo, kieselguhr, tripolita, diatomita) ou de terras siliciosas semelhantes."
69021011,"Tijolos ou placas, que contenham, em peso, mais de 90 % de trióxido de dicromo","Tijolos ou placas, que contenham, em peso, mais de 90 % de trióxido de dicromo"
69021018,Outros tijolos,Produtos cerâmicos - Outros tijolos
69021019,Outros,Produtos cerâmicos - Outros
69021090,Outros,Produtos cerâmicos - Outros
69022010,Tijolos sílico-aluminosos,Produtos cerâmicos - Tijolos sílico-aluminosos
69022091,Sílico-aluminosos,Produtos cerâmicos - Sílico-aluminosos
69022092,"Silicoso, semi-silicoso ou de sílica","Produtos cerâmicos - Silicoso, semi-silicoso ou de sílica"
69022093,De silimanita,Produtos cerâmicos - De silimanita
69022099,Outros,Produtos cerâmicos - Outros
69029010,De grafita,Produtos cerâmicos - De grafita
